s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,label
16007.9404,16344.7236,16206.084,16156.1348,16162.2725,15963.7334,16190.0801,16283.1436,16333.6582,16037.9912,16248.8457,16162.8447,16134.2988,16556.832,16068.2236,16208.2061,16256.7549,16281.1816,16198.6416,16180.6143,16016.0273,16043.5859,16258.6338,16028.7051,16229.0918,16167.7061,16167.335,16228.543,16238.0898,16314.1113,16083.3164,15953.5615,16138.5889,16281.6201,16496.625,16096.4229,16177.3613,15944.0977,16215.9102,16148.3408,16344.2031,16129.8438,16124.3232,16191.4375,16081.6006,16091.0273,16202.5068,16086.6709,16450.8867,16124.5723,16338.8213,16075.3057,15996.0518,16190.876,16137.5967,16631.9785,16046.415,16148.8252,16050.1816,16118.2842,16035.3594,16184.4814,16190.7061,16184.9668,16200.4473,16001.377,16083.0635,16354.8887,16067.5313,16372.2305,16242.9785,16503.0625,16065.7021,16001.4521,16231.3584,16421.0996,16474.0449,16146.3926,16231.2734,16092.9463,16037.0674,16361.8105,16328.5889,16366.4502,16217.1709,16340.9307,16110.3496,16115.6904,16394.2539,16051.0918,16468.4219,15997.9336,16079.3701,15921.959,15981.2256,16179.4707,16411.6836,16544.5742,15917.082,16067.4541,16182.9668,16018.2168,16409.0547,16187.5459,16514.9199,16318.2188,16382.2617,16068.1992,15930.5439,16246.8184,16275.4346,16576.3926,16323.6201,16096.832,16002.4082,15970.5371,16471.7852,16499.2578,16606.2441,16090.9004,15897.0166,16086.9014,16051.3047,16598.1895,16330.6152,16485.7422,16034.6563,15951.4131,0
16208.5869,16196.7988,16117.0889,16073.0938,16419.0957,16092.2939,16216.1152,16226.874,16610.8262,16158.5537,16016.5693,16174.6963,16237.6475,16143.5146,16072.875,16327.8594,16145.3594,16104.6924,16282.6162,16165.9668,16063.4971,16135.2461,16182.8799,16416.5742,16105.8643,16293.0156,15937.6748,15878.5684,16337.5322,16311.9668,16169.7842,15984.5654,16200.1563,16123.4648,15973.7227,16059.4736,16388.5703,16360.5479,16083.915,16341.4355,16046.2988,15892.7451,16248.415,16152.4277,16344.9111,16185.0205,16292.46,16110.2734,15997.7529,16249.4385,16330.792,16432.8945,16151.0879,16256.71,16147.9941,16067.7881,16247.2637,16331.1357,16292.1865,16033.0283,16311.8877,16027.6855,15888.5117,16237.1553,16160.9697,16438.5781,16193.4072,16120.8525,16164.6279,15945.2314,16452.8613,16496.373,16678.2344,15930.0566,16218.4609,16028.1904,16172.7207,16269.2803,16305.3125,16299.0361,16116.2832,16341.1621,15968.5859,15863.75,16202.7217,16324.1289,16628.5645,16022.9463,15856.7285,16174.123,16315.084,16478.6602,16120.3623,16539.9785,16038.7363,15797.6494,16128.3223,16137.1504,16305.9385,15992.1514,16390.373,16248.5068,16073.7939,15950.9121,15935.3428,16376.6846,16407.3789,16604.9102,15921.791,15944.4063,16095.2354,16220.5361,16567.5469,16374.8594,16497.168,16006.4766,15949.5889,15990.4775,16184.0996,16601.4941,16346.0371,16398.293,15864.9219,16154.3496,16261.7285,16168.0654,16288.8135,16175.2666,0
16095.8438,15976.5879,16198.084,16322.2402,16606.0723,16231.8174,16401.5098,15924.7402,16097.833,16382.6592,16437.4453,16668.584,15963.2266,16102.5996,16045.6846,16019.7998,16256.6514,16186.9053,16476.2187,16430.7109,16559.4863,15920.4268,16031.79,16147.0693,16181.1084,16697.6543,16364.4658,16353.0752,16022.3291,16108.458,16108.3652,16321.8203,16494.7734,16056.5088,16150.3867,16198.1445,16159.5137,16239.5371,16267.2627,16469.2695,16416.6074,16343.6855,15903.2178,16118.0508,16153.5381,16166.6016,16516.4941,16254.0088,16608.4434,16010.8301,16067.9277,16217.1123,16475.832,16661.3223,16063.7969,16029.7129,16097.0977,16035.2979,16230.1904,16329.749,16614.7363,16038.5098,16200.1182,15877.6494,16137.1846,16284.4443,16265.2656,16675.1973,16320.1777,16182.6621,15900.6182,16193.2461,16244.6504,16432.4785,16452.3066,15979.54,16423.0059,16137.4512,15863.0205,16303.2744,16255.8857,16607.8457,16141.6768,16064.5986,16148.1016,15894.4883,16103.7578,16364.6797,16501.7695,16272.2168,16418.9355,15953.5059,15978.8447,16184.7158,16408.2656,16656.9648,16151.9834,16275.8906,15948.9814,16023.5,16446.7344,16319.0918,16580.2891,16051.6895,16219.7832,16101.3301,16088.5918,16191.2344,16215.252,16388.2715,16293.6211,16328.3633,16005.1133,15931.4629,16119.1465,16173.9668,16656.9531,16152.2256,16289.3262,15837.376,16018.1289,16100.9346,16268.7324,16659.5293,16070.2568,16195.7832,16062.5439,16115.9189,0
15982.7939,16181.2051,16401.6641,16654.0293,16098.2354,16079.8877,16238.2686,16171.9131,16256.6445,16028.833,16384.0137,16125.4131,16200.4014,16294.5313,16167.9121,16132.7861,16007.4404,16189.542,16016.3018,16189.082,16182.1855,16102.3135,16166.5859,16259.0342,16404.7285,16231.5811,16032.8594,16251.7959,16232.1709,16307.459,16098.6348,16253.4814,16177.2979,16170.1426,16374.4141,16053.707,16080.0186,16359.4131,16309.7012,16263.5977,16051.7393,16086.2344,16129.6348,16366.1357,16419.873,16782.5742,16069.1406,16077.2266,16157.0117,16280.2529,16313.9326,16208.585,16314.9531,16090.5361,16063.3984,16391.0781,16035.6348,16088.2021,16229.4561,16294.0469,16270.0039,16193.2656,16498.293,16026.3477,16174.4063,16260.2344,16640.0312,15939.4502,15921.3281,16182.5889,16258.7021,16180.0244,16236.4199,16338.4766,16189.9971,16049.9717,16356.7715,16056.1816,16113.2744,16148.7783,16214.6494,16131.0713,16279.4893,16364.3115,16051.4482,16119.8164,16231.6455,16650.002,16143.6855,15902.5928,16215.2432,16295.2998,16234.0723,16184.5879,16344.708,16151.7598,16120.4707,16380.3408,16173.5869,16195.0078,16017.9209,16154.9248,16330.5186,16304.3438,16232.3691,16091.8662,16150.7314,16268.6074,16477.6621,16171.8496,16107.541,16335.2646,16211.9668,16285.1592,16031.1318,16463.2344,16101.0674,15962.8799,16271.79,16133.9189,16103.5391,16064.7061,16227.7031,16200.3564,16207.4014,16416.5605,16080.3359,16064.5986,0
16045.2295,16376.8525,16367.1445,16414.8887,15892.5898,15899.7295,16163.6875,16368.2578,16704.2227,16199.7217,16438.9629,16291.0869,16102.292,16041.3232,16042.833,16457.5195,16355.8418,16414.5684,15994.1719,16122.3848,15897.373,16116.7461,16470.1797,16396.0937,16636.6523,15791.8281,15836.6396,16228.3809,16348.3467,16560.4395,16322.2949,16293.8701,16250.5566,16176.6514,16119.3018,16130.752,16484.1406,16232.3057,16466.7695,16139.0127,16186.6338,16030.7617,15991.4482,16429.8555,16431.3105,16529.541,15882.2793,15881.4902,16103.2393,16301.5039,16459.5078,16290.2207,16463.5781,15876.4561,16257.3115,15994.0156,15956.9189,16258.9805,16271.7373,16684.8398,16178.6318,16157.5781,15873.001,16038.7178,16354.7324,16270.2061,16657.8477,16063.1406,16107.9775,15968.0225,16149.6484,16336.7119,16447.0059,16453.543,15813.7393,15827.4639,16089.2734,16154.1787,16139.8262,16201.7021,16201.4932,16123.8574,16189.25,16085.2656,16040.1699,16156.8379,16294.793,16452.7305,15940.1465,16281.6699,15934.0332,15819.0898,16357.6094,16503.0684,16744.9961,15831.2109,16001.8008,16060.291,16218.373,16206.5596,16202.5938,16397.9609,16249.9912,16356.1396,16042.9971,16120.9775,16261.5391,16181.0566,16588.9316,16149.8711,16084.4307,15855.2334,16050.042,16281.9229,16323.5,16588.0586,16074.2363,16197.8613,15859.0938,15989.584,16347.2734,16603.168,16198.7471,16265.873,16341.583,16044.7783,16310.0254,16303.4316,0
16249.5898,16518.7207,16656.9434,16050.8203,16180.1982,16129.2949,16217.0176,16201.4141,16287.6729,16396.4629,16355.1113,16452.7832,15885.3545,16091.1787,16111.46,16197.5986,16624.7715,16473.8672,16418.584,15887.4824,15937.627,16176.7158,16428.4512,16485.3242,16383.0811,16520.1719,15874.7266,15807.4961,16211.0352,16460.6387,16144.3379,16213.54,16433.4473,16132.3154,16171.8389,15887.2432,15934.8584,16362.2324,16352.6953,16649.9551,15776.9561,16045.4922,16004.0078,16266.2178,16404.3984,16397.6055,16493.2637,15792.0742,16015.3018,16221.1543,16159.9775,16369.9023,16288.375,16408.7539,16149.4414,16309.2979,16161.377,16020.4414,16464.0859,16219.7852,16323.2725,16219.0303,16239.8252,15814.1396,16092.2412,16308.4482,16279.8281,16418.543,16035.1279,16241.3457,16127.4893,16067.7314,16320.3594,16429.3203,16714.3906,16052.9404,16165.5479,16148.6689,16158.9277,16201.3262,16206.3027,16370.3096,16165.6318,16260.1436,16095.5166,16241.6025,16350.1543,16122.9902,16417.9844,16274.7109,16227.2051,16018.3799,16079.4023,16267.4004,16251.4912,16317.2539,16092.2012,16233.0488,16146.417,16057.3535,16083.873,16517.8906,16336.2549,16065.082,16237.7959,16135.5186,16124.4551,16116.2832,16153.8057,16246.1113,16278.5391,16408.3203,16076.3838,16238.3691,16035.9902,16167.0771,16378.8457,16231.3877,16405.998,15869.8271,16151.7354,16204.0801,16638.7148,15963.626,15965.8105,16363.998,16365.2197,16157.5313,0
16322.6406,16637.2441,16070.0488,16073.666,16118.0586,16180.8594,16370.2881,16413.3984,16535.0781,15943.6211,16062.9668,16016.4648,16260.8564,16334.918,16259.2764,16479.5469,15989.4092,16096.8135,16139.1289,16267.623,16595.0527,16200.9551,16562.3066,16254.8877,16157.0977,16050.665,16175.1582,16247.4668,16338.5479,16469.9687,15952.3506,16172.4834,16054.5205,16089.9717,16149.5107,16278.3115,16575.3633,16107.4102,16090.585,16134.9014,16066.1494,16629.2187,16400.4395,16340.3955,15906.4268,16454.2383,16007.2188,16105.2666,16442.498,16210.0088,16352.8545,16199.7344,16391.9453,16109.7305,15960.2744,16135.2012,16315.7773,16396.2168,16097.7588,16185.415,15894.7471,16208.7559,16408.5664,16222.2314,16317.793,16265.4688,16159.3125,15952.4561,16166.1865,16274.7539,16359.1084,16067.4678,16095.8457,16308.0127,16179.7217,16181.4736,16100.168,16112.5967,16402.3477,16247.6523,16065.4414,15977.0957,16257.1211,16266.9365,16209.166,16213.71,16202.4814,16263.3691,16056.667,16152.7754,16158.999,16701.2871,16052.5176,16005.4795,16221.9092,16174.1133,16169.5146,16071.374,16367.3125,16207.0957,16132.793,16334.1172,16304.8564,16263.4971,16094.4521,16239.8848,16198.8525,16189.0537,16222.4355,16110.4121,16178.6992,16219.4834,16156.9238,16038.6465,16212.3799,16021.7471,16235.6914,16243.9902,16329.3379,16546.0117,15950.8252,16083.168,16228.6094,16232.835,16263.1309,16286.8096,16478.4375,16002.7227,0
16178.1689,16376.752,16759.7695,16052.9131,16328.665,15977.5166,16070.8037,16045.1357,15969.8047,16570.1504,16481.9844,16612.6055,16011.6963,15996.6855,16090.9316,16325.5313,16480.0371,16299.6348,16415.7168,15868.9746,16142.0361,16110.7119,16280.8438,16604.1699,16324.5078,16512.1406,16032.5068,15871.832,16084.2393,16114.2549,16366.1006,16120.4463,16514.7988,16319.085,16244.9492,15869.291,16158.3926,16356.0537,16207.3809,16408.2969,16069.4482,16277.3535,16134.8691,16142.8037,16428.6992,16426.5527,16587.9141,15850.9307,16001.9141,16064.168,16298.0703,16228.3584,16144.4063,16430.8633,16221.084,16320.585,16010.5029,15972.9854,16255.2412,16198.9043,16508.4199,15933.5566,16125.2188,16130.6611,16046.5313,16324.2969,16228.3242,16504.2168,16163.5859,16077.9248,16015.3135,16040.4717,16435.75,16136.0488,16225.832,16209.9785,16285.6592,16139.0225,16253.4639,16143.3525,16057.8184,16362.0752,16044.041,16230.2646,16150.7178,16161.1982,16359.5547,16025.0059,16269.0449,16286.0293,16395.9238,15711.0732,15975.2217,16428.8965,16429.4512,16581.248,16051.0117,16406.2246,16180.752,16216.1963,16252.5938,16193.334,16228.3926,16146.8525,16156.3662,15941.582,16077.8848,16073.9795,16182.6074,16393.9414,16125.377,16342.9727,16054.1221,16032.8291,16179.6074,16080.4785,16430.3418,16154.6025,16221.1816,16176.6123,16272.0693,16180.8682,16392.584,16031.8418,16110.249,16220.9912,16136.1738,16212.6992,0
16206.1807,16207.9619,16069.4434,16416.6582,16228.2324,16024.3057,16217.6641,16054.4258,16137.3838,16401.8027,16178.9775,16175.4844,16241.916,16397.3848,16141.0781,16133.2246,16278.0439,16617.0879,16102.5615,16087.8496,16360.7871,16230.8154,16330.9268,16126.9336,16346.3369,16112.9971,16070.5664,16199.6318,16314.4814,16202.4619,15917.0107,16245.4775,16206.0264,16057.7031,16355.1797,16214.8867,16253.8379,16180.9004,16752.1426,16147.2529,15951.6992,16049.9512,16379.9844,16353.2139,16308.1924,16593.3047,15899.7793,16309.748,16155.2686,16219.8857,16133.668,16334.9473,16547.7402,15933.7695,15992.9063,16282.6465,16294.2119,16131.7881,15879.292,16360.623,16263.3242,16101.4531,16054.9482,16121.4063,16277.6592,16470.2363,16600.666,16046.8721,16180.0801,16207.2695,16284.5303,16309.6465,16222.8018,16418.4219,16013.9668,16240.9287,16182.4922,16202.5752,16206.2373,16269.1035,16602.3711,16061.0283,15977.3428,15911.3154,16076.5361,16145.3535,16335.6064,16572.707,16175.8369,16174.4365,16136.5322,15950.1064,16290.1582,16246.1807,16701.2832,16138.6211,16124.6875,16182.873,16210.8975,16242.124,16414.0059,16750.9551,15867.8477,15932.3291,16000.3701,16262.4541,16137.1172,16265.4238,16465.0137,16298.8428,16532.957,15984.9141,16055.9961,16257.8203,16334.3535,16836.3945,16017.7666,16161.4902,16224.082,16094.9609,16042.877,16198.9287,16630.0645,16113.5742,16200.9512,16074.2266,16264,16262.502,0
16018.6816,16054.291,16154.6885,16293.5781,16501.6973,16121.5469,16427.418,16047.0166,15959.4238,16121.1104,16404.3125,16716.4023,16085.8223,16208.0039,15984.7861,16157.0762,16336.0029,15934.3623,16465.6992,16273.6641,16527.4785,16124.5645,15870.374,16070.0596,16227.4131,16651.2441,16144.7793,16495.7461,15853.6895,15983.5264,16166.957,16376.208,16619.8359,16222.0967,16249.8086,16076.9639,16062.623,16089.4209,16478.5293,16730.7148,16416.4707,16614.4062,15979.7559,15998.6035,16116.9805,16176.043,16419.6504,16346.7256,16318.5361,15974.7773,16036.9961,16083.5283,16267.1797,16507.3809,16297.3516,16424.7246,15959.8652,15919.2656,15999.7646,16369.0273,16677.5762,16263.6787,16396.9902,16180.9219,16311.6895,15977.1484,15972.1689,16459.4844,16407.209,16443.6523,16019.0889,16109.6133,16079.9365,16258.0098,16282.9268,16331.291,16292.1348,15967.668,16014.9053,16124.8857,16235.6572,16583.1562,16431.6152,16381.2217,15845.2227,16151.7568,15890.3711,16096.9492,16389.541,16290.8203,16417.2715,16154.1445,16169.0439,15979.7715,16187.7158,16428.6855,16268.1953,16524.9609,16038.4678,15869.2959,15985.7139,16323.8252,16688.0781,16226.1797,16408.6719,15894.7363,15974.7266,16115.7988,16153.6406,16259.0117,16149.2207,16367.1387,16167.7725,16271.0117,16032.5156,15939.2676,16323.4063,16485.4746,16666.1133,16024.0947,16001.9219,16058.5078,16179.7881,16450.8789,16397.8379,16396.3691,15853.7998,16057.7734,0
16693.0273,16275.9063,16478.2012,16247.5596,16322.2236,16086.498,16024.502,16153.8984,16290.3975,16550.1738,16218.7715,16232.8564,16188.2178,16010.0391,16337.3408,16278.998,16428.6797,16142.3203,16062.6914,16092.5654,16076.5811,16321.1807,16226.3857,16646.5312,16251.5869,16307.7207,15946.3838,15968.916,16303.3057,16237.957,16528.9824,16100.6543,16413.7969,15995.9824,16106.4707,16372.5068,16203.3154,16543.1191,16250.3555,16105.4932,15878.9834,16131.1836,16443.041,16330.0146,16468.957,16035.1465,16290.9395,16156.9678,16254.6602,16081.6563,16214.7305,16333.6699,16208.5146,16272.3887,16057.0303,16011.3984,16384.7559,16095.6201,16458.8359,16128.5303,16200.5166,16056.5137,16101.6699,16381.6953,16636.3848,16469.3633,16036.375,16093.0117,16008.1523,16207.5088,16351.2275,16043.2568,16221.8975,15965.2637,16465.6543,16234.1016,16194.6191,16320.1396,16057.9922,16516.5039,16137.4287,16135.3965,15981.6729,16197.0527,16416.2871,16262.8477,16435.7891,16213.1582,16112.6396,15984.665,16035.6572,16365.8232,16214.1143,16278.5928,16035.3154,16242.9619,16118.4512,16113.9727,16302.6045,16122.5859,16333.915,16368.4307,16375.3604,15980.5771,15932.2793,16421.3848,16218.166,16436.3008,16182.1406,16130.959,16190.5537,15959.4678,16402.7148,16346.5771,16284.5488,16109.6113,16304.5146,16115.585,16132.5869,16114.0264,16153.6328,16336.8096,16145.9434,16388.916,16182.8301,15975.9326,16255.2373,16112.835,0
16042.2744,16217.4922,16288.3994,16033.917,16565.8437,16042.9678,16269.1816,16251.1689,16078.8428,16205.6318,16181.7764,16492.6191,16091.6191,16058.7881,16282.9063,16252.6895,16271.1787,16503.6855,16777.0391,16299.4492,16215.8564,16063.4443,16139.8164,16297.7041,16289.2695,16757.1465,16195.3203,15923.4189,15996.2197,16213.8652,16253.8008,16141.168,16381.5176,16182.8105,16237.9531,16349.5801,16123.1191,16111.1465,16221.8125,16773.4141,16076.3232,16138.4258,16184.3818,16263.5928,16134.7529,16270.7734,16649.8262,16113.502,16279.2188,16018.9834,16023.0361,16187.1338,16456.2402,16714.4473,15845.7568,16046.0205,16086.3818,16095.374,16329.0371,16202.8662,16527.6602,16068.5479,16347.8418,16142.251,15944.6143,16156.3096,16620.9687,16722.7285,16100.4053,16175.0918,16077.1641,16017.4072,16169.8652,16420.9375,16787.4824,16004.5645,16061.1582,16121.043,16155.3779,16276.6133,16268.9551,16454.0488,16078.0557,16165.0596,15921.915,16031.666,16238.0742,16397.4395,16667.8691,16108.4424,16381.2646,16002.8252,15932.4316,16112.4277,16453.3516,16726.9687,16079.5186,15971.9219,16062.1006,16180.1953,16171.9297,16136.6504,16535.3672,16092.251,16073.2832,16121.9102,16257.6084,16042.8838,16240.7217,16562.5664,16463.5937,16311.1475,15942.4961,16091.9551,16280.5508,16497.4687,16802.0605,16207.4629,16105.9023,16081.0498,16150.417,16116.2148,16248.5625,16476.332,16277.7695,16225.5234,16029.4063,16094.6563,0
16326.126,16592.377,16352.9277,16506.6543,15908.0518,15990.9561,16059.1035,16207.7979,16482.627,16149.7236,16461.5898,16136.7803,15914.0918,15986.7842,16265.2588,16467.5801,16209.2686,16499.6855,15994.5449,15939.1016,16195.9404,16514.5957,16635.834,16044.3096,16279.8818,16095.0029,16113.8496,15994.874,16055.3242,16300.7139,16456.9805,16723.8301,16037.9053,15932.2051,16014.251,16332.0439,16409.9121,16262.5,16481.252,15987.9307,16101.0938,16043.4785,16339.8545,16583.8086,16121.4033,16361.8574,15992.4756,16137.1016,16020.3125,16157.0225,16258.6309,16186.2695,16476.7285,16124.9014,16254.9229,15943.834,15912.8555,16415.4258,16391.1016,16443.4102,15820.3809,16095.9014,16169.2871,16175.3809,16455.0391,16506.1328,16624.7461,15934.4111,15949.3047,15986.0186,16301.6465,16235.4707,16204.1816,16356.5967,16241.7607,16290.5791,15912.5039,16193.2383,16163.666,16201.3125,16320.5635,16237.1631,16335.6748,15938.2236,16025.832,16274.2979,16248.3848,16402.6699,16047.7246,16274.2676,16024.2158,16153.8711,16516,16212.4834,16067.6934,16281.7031,16268.9775,16095.1943,16055.6143,16158.998,16192.5137,16248.1387,16361.5576,16292.9121,16015.6826,16236.4707,16277.2432,16005.7236,16438.6953,16332.1113,16133.7285,15977.3535,16093.084,16266.9736,16172.3887,16512.2266,16093.917,16426.998,16194.3281,16167.3271,16135.0225,16414.4062,16003.4209,16076.2354,16098.1455,16224.1504,16375.8574,16026.4502,0
16126.5469,16629.7812,15996.2637,16173.4609,16200.9863,16238.3535,16164.4102,16237.6699,16629.752,16103.9131,16517.2422,16087.8906,15997.6846,16065.6533,16458.2285,16589.1055,16184.918,16452.3672,15898.0654,16135.166,16281.0703,16369.5947,16665.1719,16239.4121,16224.3906,16099,16011.9814,16230.7607,16313.1289,16835.0352,16058.1357,16221.8477,16108.4551,16005.7217,16104.8594,16164.2441,16309.4805,16609.9277,16599.7969,15778.707,15919.4951,16147.8076,16354.6553,16630.084,16155.5771,16606.4199,16194.0176,16047.1758,15907.9414,16346.5811,16547.4414,16264.4063,16297.1064,16076.9238,15998.6523,16078.1494,15890.1309,16191.9971,16307.8389,16528.252,16075.9492,16096.1875,16025.2529,15993.209,16195.835,16551.209,16485.4492,15959.6523,16148.7158,16156.5986,16035.8447,16328.7373,16313.5508,16550.6816,16109.7979,16076.2432,15932.3633,16088.9912,16234.041,16193.7461,16326.7656,16224.3369,16322.4521,15943.3359,16187.8232,16422.8848,16170.3604,16540.5508,16131.3477,16168.0957,16030.6318,16083.9648,16361.752,16147.7109,16566.5176,16020.4844,16188.6875,16042.6484,15873.585,16255.8809,16149.2207,16332.374,16171.2002,16199.7285,16200.416,16173.6982,16149.4902,16057.8018,16308.0352,16248.0723,16379.5605,15915.9961,15973.4326,16377.6094,16318.8213,16356.8301,16159.1777,16204.4395,15980.7051,16149.7539,16158.1279,16286.1064,16471.2871,16122.0068,16203.7637,16260.7197,16162.6123,16115.6289,0
16233.8965,16328.3135,16624.7832,16172.1982,16309.0186,16144.5889,16159.0723,16124.2383,16257.9805,16691.7734,16069.252,16116.5801,16045.8389,16185.3691,16138.9199,16022.6289,16611.0996,16047.8857,16135.4063,15946.7529,15968.7109,16053.9912,16357.3057,16631.4102,16403.123,16454.8125,15951.0479,15962.6211,16143.6836,16504.3848,16719.9199,16188.9668,16311.6895,16006.7715,16121.2061,16145.6035,16352.7939,16736.5449,16019.9883,16024.7188,16087.2568,15984.96,16054.1885,16230.457,16329.958,16382.1211,16425.2676,16082.5723,15967.4355,15969.8838,16521.3711,16638.3945,16216.7295,16321.9785,15888.3203,16020.791,16128.7822,16489.416,16536.7187,16046.8691,16331.5469,16133.7959,16015.3994,16186.9307,16123.46,16287.9316,16416.7969,16500.0527,16124.3564,16120.5791,15999.5498,16148.4717,16543.748,16423.5937,16529.8262,15875.1943,15966.2373,16124.5654,16353.1758,16502.7383,16114.0918,16187.6787,16335.3223,16139.9375,16008.3125,16469.4961,16516.4004,16245.4424,16273.5215,16007.1475,16228.4609,15901.2744,15906.3887,16301.9883,16441.959,16643.1504,15891.8965,15796.3369,16102.668,16238.4404,16519.0156,16119.748,16326.4912,16065.2773,16117.3994,16035.5537,16366.7969,16735.0059,16235.1055,16548.6016,16099.625,16255.9863,16269.7891,15904.6963,16361.1133,16497.9961,16594.9453,16020.9365,15987.166,16299.2959,16182.2148,16365.7969,16278.0605,16505.4121,15958.2725,15945.2607,16006.6035,16420.0137,0
16639.2109,15952.6426,15951.7842,16121.0791,16213.5498,16611.627,16256.1484,16453.3555,15940.6592,15996.0049,16132.4561,16281.7715,16630.4082,16269.6826,16248.8418,16252.0488,16290.8281,16007.8271,15936.1758,16478.791,16390.0098,16584.1211,16023.3057,16120.417,15912.3711,16072.4375,16490.8457,16449.2129,16322.499,15727.1279,16130.4727,16205.1104,16185.0791,16590.2266,16325.918,16331.1504,16127.418,15901.6035,16116.749,15992.248,16418.8574,16330.6563,16542.0898,15971.1523,15934.8848,16110.4678,16235.0117,16492.7051,16394.6055,16350.2451,15953.7676,16052.3311,16190.8105,16121.2646,16467.3516,16356.9189,16432.1816,15972.1709,16111.3037,16187.2422,16454.5508,16302.5107,16257.2373,16718.1934,16083.8174,16025.3291,15932.8682,15982.2568,16404.6016,16475.1504,16660.8594,15795.6221,15902.7715,15979.1563,16367.8105,16606.5371,16266.5254,16194.2393,16096.542,15988.5439,16328.7129,16286.6084,16432.209,16463.3984,16441.2422,16032.499,16076.9023,16137.7881,16095.9014,16516.3164,16474.9297,16540.5449,15925.5176,15845.2852,16019.1748,16301.7559,16667.4844,16208.6992,16369.6914,16028.0498,16010.1602,16142.752,16263.9717,16608.9531,16177.1729,16216.5869,15869.1221,16032.71,16098.6484,16138.376,16384.2324,16426.9922,16593.8145,15839.7373,15891.2656,16070.041,16286.2559,16556.1895,16234.6045,16303.8682,16051.9199,16047.2842,16329.2217,16337.8936,16512.002,16350.7881,16177.0469,16113.54,0
16120.8701,15932.4619,16071.4307,16225.5859,16281.0264,16328.5713,16463.6211,15951.2861,16050.4834,16294.5039,16192.9629,16354.0273,16176.7207,16274.8662,16123.7246,16041.7939,16222.1475,16193.8721,16238.7715,16116.832,16728.7734,16027.3066,15991.6211,16215.5273,16133.7021,16245.9502,16366.8994,16533.3848,15939.8535,16188.0391,16219.8877,16118.957,16290.0791,16267.6025,16297.5049,16110.1104,16084.8848,16373.46,16210.248,15952.668,16087.3047,16251.1221,16341.248,16157.2383,16002.2148,16144.3047,16303.6904,16362.2715,16576.2891,16150.3691,16103.8828,16252.2842,16267.499,16205.874,16119.8418,16387.4199,16029.248,16152.4111,16257.832,16161.4033,16237.9043,16034.332,16036.1533,16296.3594,16181.5977,16184.6709,16284.5762,16235.1025,16207.2275,16438.2461,16160.0127,16023.9395,16167.3027,16278.4297,16291.1182,16052.8418,16430.7227,16212.3926,16056.9766,16164.5166,16170.9844,16204.4717,16178.7002,16230.3701,16147.917,16134.7871,16679.2715,16007.4395,16161,16274.0625,16582.3047,16269.8779,16033.4902,16215.6631,16274.1885,16121.6064,16137.9443,16462.4668,16046.0381,15941.958,16377.1514,16091.1748,16252.165,16133.957,16089.4873,16185.2959,16187.0771,16230.2617,16151.3916,16288.7607,16277.4131,16500.5039,15946.0098,16234.0488,16232.125,16164.8408,16124.79,16283.875,16489.1211,16103.667,16168.4014,16259.1143,16166.9912,16143.4541,16158.627,16369.1094,16185.0674,16054.7354,0
16140.458,16056.1963,16563.2539,16143.4463,16217.8633,15911.291,16131.7197,16434.9102,15893.3252,16457.3613,16233.293,16216.248,16089.7373,16157.4678,16139.8438,16197.6973,16052.8154,16200.3721,16323.7783,15964.7617,16006.0996,16417.6309,16184.3213,16361.6221,16254.2207,16413.4414,16037.0713,16109.5703,16074.9297,16076.7432,16324.0195,16190.4111,16373.3896,16013.4043,15825.2344,16322.7715,16373.3174,16110.9844,16031.4922,16480.9375,16215.4658,16182.9287,16082.0703,16074.3076,16361.8926,16235.9521,16388.4961,16087.2715,16071.3311,16080.0625,16169.7598,16644.6504,15966.9111,16146.0225,16108.749,16162.3457,16186.083,16183.71,16528.1484,16169.8828,16294.7266,16280.29,16218.7383,16061.3398,16417.6387,16216.5938,16027.9863,16270.3252,16252.8057,16180.3643,16036.876,16068.0586,16420.3711,16177.1445,16230.2959,16188.7295,16069.8564,16244.7627,16202.5029,16461.2148,16125.9785,16197.0117,16204.0791,16178.6465,16145.6426,16505.3125,16119.5752,16098.1475,16249.3379,16130.1758,16201.2295,16260.9902,16012.0342,16245.4297,16269.9238,16238.9697,15980.1104,16027.9209,16175.9375,16216.6611,16412.6113,16310.4824,16321.0811,15965.0449,16236.8457,16252.7129,16664.9551,16222.1855,16070.6982,16204.5205,16177.1602,16136.207,16026.2207,16268.7266,16245.4824,16101.8945,16200.6523,16024.1924,16059.0361,16119.627,16282.6514,16245.8564,16145.5732,16304.5938,16144.1035,16101.2334,16443.0371,16298.3242,0
